intersection_id, city        , timestamp          , north_vehicle_count, south_vehicle_count, east_vehicle_count, west_vehicle_count, vehicle_type_distribution                    , avg_wait_time, queue_length, signal_phase, reward
              1, Chennai     , 2024-01-01 00:00:00,                  24,                  27,                 26,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        133.36,           18, East-West   , -85.72
            104, Trichy      , 2024-01-14 03:00:00,                  13,                  13,                 14,                 15, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        125.09,            6, East-West   , -77.15
            104, Trichy      , 2024-01-14 04:30:00,                  13,                  13,                 13,                 15, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        119.44,            9, North-South , -74.56
            104, Trichy      , 2024-01-14 06:00:00,                  12,                  14,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        115.47,            4, East-West   , -70.68
            104, Trichy      , 2024-01-14 07:30:00,                  47,                  50,                 52,                 48, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        188.59,           57, North-South , -130.25
            104, Trichy      , 2024-01-14 09:00:00,                  36,                  30,                 33,                 36, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        155.64,           23, North-South , -100.39
            104, Trichy      , 2024-01-14 10:30:00,                  35,                  33,                 34,                 34, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        165.09,           24, East-West   , -106.35
            104, Trichy      , 2024-01-14 12:00:00,                  46,                  43,                 42,                 46, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        182.99,           37, North-South , -120.89
            104, Trichy      , 2024-01-14 13:30:00,                  47,                  40,                 45,                 46, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        183.54,           38, East-West   , -121.83
            104, Trichy      , 2024-01-14 15:00:00,                  34,                  34,                 38,                 39, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        154.33,           33, East-West   , -102.8
            104, Trichy      , 2024-01-14 16:30:00,                  34,                  36,                 36,                 37, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        166.67,           31, North-South , -109.4
            104, Trichy      , 2024-01-14 18:00:00,                  53,                  53,                 48,                 48, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        204.73,           62, North-South , -141.44
            104, Trichy      , 2024-01-14 19:30:00,                  45,                  47,                 54,                 47, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        184.7 ,           53, North-South , -126.72
            104, Trichy      , 2024-01-14 21:00:00,                  13,                  12,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        117.48,            8, North-South , -73.09
            104, Trichy      , 2024-01-14 22:30:00,                  14,                  12,                 12,                 15, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        115.98,            5, East-West   , -71.19
            105, Trichy      , 2024-01-15 00:00:00,                  13,                  12,                 13,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        117.0 ,            5, East-West   , -72.0
            105, Trichy      , 2024-01-15 01:30:00,                  14,                  14,                 12,                 14, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        120.74,           10, North-South , -75.44
            105, Trichy      , 2024-01-15 03:00:00,                  13,                  13,                 12,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        119.06,            8, East-West   , -73.84
            105, Trichy      , 2024-01-15 04:30:00,                  13,                  13,                 15,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        118.96,            9, East-West   , -74.18
            105, Trichy      , 2024-01-15 06:00:00,                  14,                  14,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        126.86,           10, East-West   , -79.32
            105, Trichy      , 2024-01-15 07:30:00,                  56,                  53,                 51,                 47, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        186.81,           67, North-South , -132.19
            105, Trichy      , 2024-01-15 09:00:00,                  30,                  34,                 32,                 33, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        151.4 ,           17, North-South , -96.14
            105, Trichy      , 2024-01-15 10:30:00,                  31,                  33,                 31,                 36, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        165.66,           19, East-West   , -105.09
            105, Trichy      , 2024-01-15 12:00:00,                  45,                  48,                 44,                 45, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        185.86,           42, East-West   , -124.22
            105, Trichy      , 2024-01-15 13:30:00,                  40,                  44,                 43,                 48, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        183.13,           35, East-West   , -120.58
            105, Trichy      , 2024-01-15 15:00:00,                  37,                  34,                 36,                 36, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        175.24,           31, East-West   , -114.54
            105, Trichy      , 2024-01-15 16:30:00,                  39,                  38,                 34,                 35, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        147.35,           34, East-West   , -98.61
            105, Trichy      , 2024-01-15 18:00:00,                  48,                  47,                 52,                 52, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        193.34,           59, East-West   , -133.8
            105, Trichy      , 2024-01-15 19:30:00,                  46,                  48,                 54,                 44, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        180.55,           52, North-South , -124.13
            105, Trichy      , 2024-01-15 21:00:00,                  12,                  13,                 12,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        109.22,            8, North-South , -68.03
            105, Trichy      , 2024-01-15 22:30:00,                  13,                  14,                 14,                 14, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        117.4 ,            6, North-South , -72.54
            106, Trichy      , 2024-01-16 00:00:00,                  12,                  13,                 14,                 14, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        114.61,            9, North-South , -71.67
            106, Trichy      , 2024-01-16 01:30:00,                  14,                  14,                 14,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        112.79,            9, East-West   , -70.48
            106, Trichy      , 2024-01-16 03:00:00,                  12,                  14,                 14,                 15, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        120.9 ,            5, North-South , -74.34
            106, Trichy      , 2024-01-16 04:30:00,                  14,                  14,                 13,                 14, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        115.37,            6, East-West   , -71.22
            106, Trichy      , 2024-01-16 06:00:00,                  13,                  13,                 13,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        115.25,            6, East-West   , -71.05
            106, Trichy      , 2024-01-16 07:30:00,                  52,                  53,                 49,                 54, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        194.47,           68, East-West   , -137.38
            106, Trichy      , 2024-01-16 09:00:00,                  33,                  33,                 35,                 35, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        161.35,           24, East-West   , -104.21
            106, Trichy      , 2024-01-16 10:30:00,                  30,                  35,                 30,                 30, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        149.13,           13, East-West   , -93.58
            106, Trichy      , 2024-01-16 12:00:00,                  46,                  44,                 44,                 45, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        183.56,           39, North-South , -121.94
            106, Trichy      , 2024-01-16 13:30:00,                  39,                  44,                 39,                 44, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        177.1 ,           26, East-West   , -114.16
            106, Trichy      , 2024-01-16 15:00:00,                  37,                  36,                 33,                 38, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        156.61,           32, North-South , -103.67
            106, Trichy      , 2024-01-16 16:30:00,                  32,                  37,                 37,                 37, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        159.5 ,           31, North-South , -105.0
            106, Trichy      , 2024-01-16 18:00:00,                  50,                  45,                 52,                 51, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        183.72,           58, North-South , -127.73
            106, Trichy      , 2024-01-16 19:30:00,                  46,                  52,                 50,                 50, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        190.3 ,           58, North-South , -131.88
            106, Trichy      , 2024-01-16 21:00:00,                  14,                  15,                 14,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        116.73,            5, East-West   , -71.64
            106, Trichy      , 2024-01-16 22:30:00,                  13,                  14,                 14,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        118.94,            7, East-West   , -73.56
            107, Trichy      , 2024-01-17 00:00:00,                  14,                  14,                 13,                 15, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        120.87,            8, East-West   , -75.22
            107, Trichy      , 2024-01-17 01:30:00,                  14,                  13,                 13,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        113.57,            4, East-West   , -69.54
            107, Trichy      , 2024-01-17 03:00:00,                  13,                  14,                 14,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        110.93,            7, North-South , -68.86
            107, Trichy      , 2024-01-17 04:30:00,                  15,                  14,                 12,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        127.09,            6, North-South , -78.05
            107, Trichy      , 2024-01-17 06:00:00,                  13,                  12,                 12,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        109.86,            6, North-South , -67.71
            107, Trichy      , 2024-01-17 07:30:00,                  51,                  47,                 51,                 48, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        182.3 ,           57, North-South , -126.78
            107, Trichy      , 2024-01-17 09:00:00,                  32,                  29,                 36,                 32, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        154.18,           17, North-South , -97.61
            107, Trichy      , 2024-01-17 10:30:00,                  29,                  32,                 35,                 34, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        158.29,           18, East-West   , -100.47
            107, Trichy      , 2024-01-17 12:00:00,                  47,                  42,                 43,                 44, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        185.2 ,           36, East-West   , -122.12
            107, Trichy      , 2024-01-17 13:30:00,                  40,                  41,                 44,                 43, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        176.59,           28, East-West   , -114.45
            107, Trichy      , 2024-01-17 15:00:00,                  38,                  32,                 36,                 37, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        163.75,           31, East-West   , -107.65
            107, Trichy      , 2024-01-17 16:30:00,                  35,                  32,                 36,                 36, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        171.04,           27, East-West   , -110.83
            107, Trichy      , 2024-01-17 18:00:00,                  50,                  50,                 48,                 52, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        193.66,           60, North-South , -134.2
            107, Trichy      , 2024-01-17 19:30:00,                  49,                  50,                 48,                 49, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        196.71,           56, North-South , -134.82
            107, Trichy      , 2024-01-17 21:00:00,                  14,                  13,                 13,                 14, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        123.9 ,            8, East-West   , -76.94
            107, Trichy      , 2024-01-17 22:30:00,                  12,                  13,                 14,                 14, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        124.22,            5, North-South , -76.33
            108, Trichy      , 2024-01-18 00:00:00,                  14,                  14,                 14,                 14, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        117.37,           13, East-West   , -74.42
            108, Trichy      , 2024-01-18 01:30:00,                  12,                  12,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        113.89,            6, East-West   , -70.23
            108, Trichy      , 2024-01-18 03:00:00,                  13,                  14,                 13,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        122.0 ,            7, North-South , -75.3
            108, Trichy      , 2024-01-18 04:30:00,                  13,                  12,                 13,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        117.02,            4, North-South , -71.61
            108, Trichy      , 2024-01-18 06:00:00,                  13,                  13,                 14,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        117.53,            9, East-West   , -73.52
            108, Trichy      , 2024-01-18 07:30:00,                  56,                  54,                 52,                 51, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        192.19,           73, East-West   , -137.32
            108, Trichy      , 2024-01-18 09:00:00,                  32,                  35,                 31,                 33, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        158.13,           19, East-West   , -100.78
            108, Trichy      , 2024-01-18 10:30:00,                  34,                  31,                 36,                 31, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        154.34,           20, North-South , -98.71
            108, Trichy      , 2024-01-18 12:00:00,                  40,                  47,                 40,                 47, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        186.03,           34, North-South , -122.02
            108, Trichy      , 2024-01-18 13:30:00,                  40,                  44,                 44,                 44, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        176.12,           32, East-West   , -115.27
            108, Trichy      , 2024-01-18 15:00:00,                  36,                  36,                 37,                 32, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        162.38,           29, East-West   , -106.13
            108, Trichy      , 2024-01-18 16:30:00,                  33,                  36,                 39,                 33, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        166.61,           29, East-West   , -108.67
            108, Trichy      , 2024-01-18 18:00:00,                  53,                  48,                 45,                 50, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        192.38,           56, East-West   , -132.53
            108, Trichy      , 2024-01-18 19:30:00,                  45,                  48,                 52,                 48, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        192.54,           53, East-West   , -131.52
            108, Trichy      , 2024-01-18 21:00:00,                  12,                  14,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        117.09,            4, East-West   , -71.56
            108, Trichy      , 2024-01-18 22:30:00,                  14,                  14,                 14,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        116.17,            6, East-West   , -71.7
            109, Trichy      , 2024-01-19 00:00:00,                  14,                  13,                 13,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        113.01,            7, East-West   , -70.21
            109, Trichy      , 2024-01-19 01:30:00,                  13,                  14,                 13,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        111.86,            5, North-South , -68.62
            109, Trichy      , 2024-01-19 03:00:00,                  13,                  14,                 12,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        116.08,            8, North-South , -72.05
            109, Trichy      , 2024-01-19 04:30:00,                  14,                  14,                 12,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        103.0 ,            7, North-South , -64.1
            109, Trichy      , 2024-01-19 06:00:00,                  13,                  13,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        118.0 ,            7, North-South , -73.1
            109, Trichy      , 2024-01-19 07:30:00,                  56,                  49,                 49,                 57, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        192.08,           71, East-West   , -136.65
            109, Trichy      , 2024-01-19 09:00:00,                  35,                  30,                 30,                 31, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        151.29,           14, North-South , -95.27
            109, Trichy      , 2024-01-19 10:30:00,                  31,                  35,                 31,                 34, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        150.27,           19, North-South , -95.86
            109, Trichy      , 2024-01-19 12:00:00,                  42,                  45,                 41,                 41, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        165.94,           29, North-South , -108.46
            109, Trichy      , 2024-01-19 13:30:00,                  43,                  46,                 45,                 47, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        183.58,           41, North-South , -122.75
            109, Trichy      , 2024-01-19 15:00:00,                  35,                  34,                 34,                 38, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        168.65,           29, East-West   , -110.19
            109, Trichy      , 2024-01-19 16:30:00,                  39,                  36,                 37,                 35, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        162.99,           35, East-West   , -108.29
            109, Trichy      , 2024-01-19 18:00:00,                  52,                  45,                 45,                 47, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        183.73,           49, East-West   , -124.94
            109, Trichy      , 2024-01-19 19:30:00,                  47,                  51,                 50,                 46, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        181.64,           54, East-West   , -125.48
            109, Trichy      , 2024-01-19 21:00:00,                  13,                  14,                 12,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        122.15,            7, North-South , -75.39
            109, Trichy      , 2024-01-19 22:30:00,                  14,                  12,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        114.72,            6, East-West   , -70.73
            110, Trichy      , 2024-01-20 00:00:00,                  13,                  13,                 12,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        118.3 ,            7, North-South , -73.38
            110, Trichy      , 2024-01-20 01:30:00,                  14,                  13,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        123.98,            6, East-West   , -76.39
            110, Trichy      , 2024-01-20 03:00:00,                  14,                  14,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        116.44,           10, North-South , -72.87
            110, Trichy      , 2024-01-20 04:30:00,                  13,                  13,                 13,                 14, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        117.43,            7, East-West   , -72.76
            110, Trichy      , 2024-01-20 06:00:00,                  13,                  12,                 13,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        108.17,            8, North-South , -67.4
            110, Trichy      , 2024-01-20 07:30:00,                  54,                  52,                 49,                 52, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        192.33,           67, North-South , -135.8
            110, Trichy      , 2024-01-20 09:00:00,                  34,                  30,                 34,                 32, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        155.47,           18, North-South , -98.88
            110, Trichy      , 2024-01-20 10:30:00,                  35,                  29,                 33,                 34, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        163.5 ,           19, East-West   , -103.9
            110, Trichy      , 2024-01-20 12:00:00,                  45,                  43,                 43,                 45, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        182.21,           36, North-South , -120.23
            110, Trichy      , 2024-01-20 13:30:00,                  41,                  45,                 48,                 46, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        183.56,           40, East-West   , -122.13
            110, Trichy      , 2024-01-20 15:00:00,                  34,                  32,                 35,                 34, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        170.0 ,           23, North-South , -109.1
            110, Trichy      , 2024-01-20 16:30:00,                  37,                  38,                 37,                 35, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        167.39,           35, East-West   , -111.03
            110, Trichy      , 2024-01-20 18:00:00,                  49,                  51,                 51,                 51, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        190.39,           62, East-West   , -132.93
            110, Trichy      , 2024-01-20 19:30:00,                  51,                  52,                 45,                 44, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        193.15,           52, East-West   , -131.69
            110, Trichy      , 2024-01-20 21:00:00,                  12,                  14,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        128.53,            6, North-South , -79.02
            110, Trichy      , 2024-01-20 22:30:00,                  14,                  14,                 14,                 14, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        116.9 ,           10, North-South , -73.14
            111, Trichy      , 2024-01-21 00:00:00,                  13,                  13,                 14,                 14, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        117.28,            6, East-West   , -72.47
            111, Trichy      , 2024-01-21 01:30:00,                  13,                  13,                 13,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        106.89,            6, North-South , -66.24
            111, Trichy      , 2024-01-21 03:00:00,                  12,                  13,                 13,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        111.82,            4, North-South , -68.39
            111, Trichy      , 2024-01-21 04:30:00,                  14,                  14,                 15,                 14, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        125.31,            6, North-South , -77.19
            111, Trichy      , 2024-01-21 06:00:00,                  13,                  13,                 13,                 14, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        113.32,           10, North-South , -70.99
            111, Trichy      , 2024-01-21 07:30:00,                  50,                  54,                 50,                 53, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        200.74,           67, East-West   , -140.84
            111, Trichy      , 2024-01-21 09:00:00,                  31,                  32,                 34,                 29, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        157.98,           14, North-South , -99.09
            111, Trichy      , 2024-01-21 10:30:00,                  34,                  34,                 32,                 36, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        155.58,           24, North-South , -100.55
            111, Trichy      , 2024-01-21 12:00:00,                  41,                  40,                 47,                 47, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        173.94,           35, East-West   , -114.96
            111, Trichy      , 2024-01-21 13:30:00,                  40,                  39,                 41,                 42, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        161.99,           22, North-South , -103.99
            111, Trichy      , 2024-01-21 15:00:00,                  34,                  36,                 33,                 33, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        164.62,           24, East-West   , -106.27
            111, Trichy      , 2024-01-21 16:30:00,                  35,                  38,                 36,                 39, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        161.56,           36, North-South , -108.04
            111, Trichy      , 2024-01-21 18:00:00,                  49,                  52,                 47,                 46, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        183.42,           54, East-West   , -126.25
            111, Trichy      , 2024-01-21 19:30:00,                  45,                  45,                 51,                 48, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        189.78,           49, North-South , -128.77
            111, Trichy      , 2024-01-21 21:00:00,                  14,                  14,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        110.38,            7, East-West   , -68.33
            111, Trichy      , 2024-01-21 22:30:00,                  13,                  14,                 13,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        106.64,            5, North-South , -65.79
            112, Trichy      , 2024-01-22 00:00:00,                  14,                  13,                 14,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        113.8 ,            6, North-South , -70.18
            112, Trichy      , 2024-01-22 01:30:00,                  14,                  14,                 13,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        119.38,            6, North-South , -73.63
            112, Trichy      , 2024-01-22 03:00:00,                  12,                  14,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        116.31,            7, North-South , -71.89
            112, Trichy      , 2024-01-22 04:30:00,                  13,                  13,                 13,                 14, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        113.9 ,            7, East-West   , -70.54
            112, Trichy      , 2024-01-22 06:00:00,                  13,                  14,                 13,                 14, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        121.13,            6, East-West   , -74.78
            112, Trichy      , 2024-01-22 07:30:00,                  57,                  54,                 48,                 49, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        193.68,           68, North-South , -136.81
            112, Trichy      , 2024-01-22 09:00:00,                  33,                  30,                 30,                 34, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        154.26,           15, North-South , -97.26
            112, Trichy      , 2024-01-22 10:30:00,                  36,                  34,                 31,                 32, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        160.85,           21, North-South , -103.01
            112, Trichy      , 2024-01-22 12:00:00,                  44,                  47,                 46,                 46, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        185.29,           43, North-South , -124.08
            112, Trichy      , 2024-01-22 13:30:00,                  47,                  40,                 45,                 40, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        164.0 ,           32, North-South , -108.0
            112, Trichy      , 2024-01-22 15:00:00,                  34,                  32,                 34,                 33, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        160.86,           21, North-South , -103.11
            112, Trichy      , 2024-01-22 16:30:00,                  37,                  36,                 38,                 33, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        172.71,           32, North-South , -113.23
            112, Trichy      , 2024-01-22 18:00:00,                  45,                  46,                 54,                 49, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        183.78,           54, North-South , -126.47
            112, Trichy      , 2024-01-22 19:30:00,                  51,                  46,                 54,                 46, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        184.01,           57, East-West   , -127.81
            112, Trichy      , 2024-01-22 21:00:00,                  14,                  12,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        123.38,            8, East-West   , -76.73
            112, Trichy      , 2024-01-22 22:30:00,                  15,                  14,                 15,                 14, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        121.17,           10, East-West   , -76.0
            113, Trichy      , 2024-01-23 00:00:00,                  12,                  13,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        111.16,            7, North-South , -69.0
            113, Trichy      , 2024-01-23 01:30:00,                  14,                  13,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        108.06,            7, East-West   , -66.94
            113, Trichy      , 2024-01-23 03:00:00,                  12,                  13,                 14,                 12, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        114.52,            7, North-South , -71.11
            113, Trichy      , 2024-01-23 04:30:00,                  12,                  13,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        122.18,            5, North-South , -75.01
            113, Trichy      , 2024-01-23 06:00:00,                  13,                  13,                 14,                 13, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        111.4 ,            9, East-West   , -69.84
            113, Trichy      , 2024-01-23 07:30:00,                  51,                  56,                 48,                 52, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        203.93,           67, East-West   , -142.56
            113, Trichy      , 2024-01-23 09:00:00,                  30,                  30,                 34,                 32, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        158.36,           14, East-West   , -99.42
            113, Trichy      , 2024-01-23 10:30:00,                  33,                  30,                 32,                 33, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        164.91,           16, East-West   , -103.95
            113, Trichy      , 2024-01-23 12:00:00,                  45,                  43,                 41,                 42, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        173.69,           31, East-West   , -113.51
            113, Trichy      , 2024-01-23 13:30:00,                  47,                  41,                 41,                 44, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        170.44,           33, North-South , -112.36
